module	path	ast_fanin	text_mentions	distributions	core_by_threshold	undercounted	in_core_paths
parrot.outputs.a2ui.catalog.basic.media	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/basic/media.py	949	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.parrot._derive	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/parrot/_derive.py	949	4	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.models	packages/ai-parrot/src/parrot/memory/compaction/models.py	948	11	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/__init__.py	948	43	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.basic	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/basic/__init__.py	948	14	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.viz_core	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/viz_core/__init__.py	948	7	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.viz_core.graph	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/viz_core/graph.py	948	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.stores.models	packages/ai-parrot/src/parrot/stores/models.py	948	44	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.budget	packages/ai-parrot/src/parrot/memory/compaction/budget.py	944	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.omission	packages/ai-parrot/src/parrot/memory/compaction/omission.py	944	3	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.abstract	packages/ai-parrot/src/parrot/memory/abstract.py	943	15	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.normalize	packages/ai-parrot/src/parrot/memory/compaction/normalize.py	943	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.tokens	packages/ai-parrot/src/parrot/memory/compaction/tokens.py	943	4	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.stores.utils.contextual	packages/ai-parrot/src/parrot/stores/utils/contextual.py	942	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.working_memory.task_memory.models	packages/ai-parrot/src/parrot/tools/working_memory/task_memory/models.py	942	6	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.human.models	packages/ai-parrot/src/parrot/human/models.py	941	19	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.stores.abstract	packages/ai-parrot/src/parrot/stores/abstract.py	940	7	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.utils.log_levels	packages/ai-parrot/src/parrot/utils/log_levels.py	940	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.utils.faiss_logging	packages/ai-parrot/src/parrot/utils/faiss_logging.py	938	8	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.databasequery.base	packages/ai-parrot/src/parrot/tools/databasequery/base.py	937	15	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.interfaces.documentdb	packages/ai-parrot/src/parrot/interfaces/documentdb.py	936	9	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.databasequery.sources	packages/ai-parrot/src/parrot/tools/databasequery/sources/__init__.py	936	17	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.interfaces.database	packages/ai-parrot/src/parrot/interfaces/database.py	935	15	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.decorators	packages/ai-parrot/src/parrot/tools/decorators.py	935	20	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.dataset_manager.sources.base	packages/ai-parrot/src/parrot/tools/dataset_manager/sources/base.py	934	4	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot_tools.decorators	packages/ai-parrot-tools/src/parrot_tools/decorators.py	934	19	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.auth.permission	packages/ai-parrot/src/parrot/auth/permission.py	933	31	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.interfaces.artifact_store	packages/ai-parrot/src/parrot/interfaces/artifact_store.py	933	7	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.a2ui.catalog.parrot.chart	packages/ai-parrot/src/parrot/outputs/a2ui/catalog/parrot/chart.py	933	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
